value,value,value,value,value,value,value,value,value,suburbName
43160,43211,43574,44228,46386,50725,49093,51022,53761,GILDEROY
39846,39934,41070,43105,44126,45760,47290,49128,51253,BIG PATS CREEK
44391,45234,46032,47334,48265,49449,50366,51955,55111,ENDEAVOUR HILLS
43651,43107,43854,44511,46316,46699,47005,48038,51084,HALLAM
58531,60164,59697,60874,64373,72733,71434,70944,80715,NARRE WARREN EAST
46300,46935,47775,49281,49466,50989,51871,53398,57353,FOUNTAIN GATE
53961,55474,56102,57767,58770,63456,62408,63938,79367,BERWICK
54952,57251,58469,59567,61156,68013,69629,66584,71860,BEACONSFIELD
59870,63278,64233,65701,67918,78106,78759,78646,86703,BEACONSFIELD UPPER
56695,52576,51859,53814,56936,57213,58277,59535,62339,OFFICER
45494,46562,47593,48512,49236,51073,52608,53152,55456,PAKENHAM
47032,48697,48665,50303,51077,56019,57985,57885,62091,MARYKNOLL
44725,44992,48126,115581,47407,54472,52538,54675,56211,TYNONG
42673,43930,47280,47774,48573,51572,55139,57311,60341,CORA LYNN
44773,46689,48885,48708,49946,50994,56339,56538,58782,BUNYIP
43631,44120,43928,43644,45744,49204,50848,51889,54967,LABERTOUCHE
41203,43537,44194,45296,46511,48650,49526,52170,54626,ATHLONE
46528,47624,48954,49844,51564,54490,55948,57225,60985,BONA VISTA
42358,45496,48192,47025,47599,48852,51146,53312,60181,BRANDY CREEK
45310,46596,49287,48126,49270,52175,55802,55816,57053,CLOVERLEA
43470,47246,48319,47148,49322,49100,51744,54170,56642,ALLAMBEE
48419,50399,51251,51251,50824,53725,56551,56427,58867,CHILDERS
47267,48906,49611,50289,50640,51179,53250,53085,55912,ABERFELDY
42502,45892,45861,47340,47384,49627,51660,52881,58775,NEERIM
38367,40095,41284,42744,44777,42271,41452,43082,50463,NAYOOK
31368,33324,37495,37728,36983,36627,40472,41086,38753,ADA
42139,47029,45378,46421,49998,49131,48019,48601,53522,THORPDALE
47513,48898,50325,50802,50975,51028,51619,51214,54934,DRIFFIELD
47503,49495,50744,50250,51940,50304,51749,50662,53201,CHURCHILL
54908,56220,57779,58779,58053,59876,61948,62935,65945,BLACKWARRY
43675,45423,48188,47754,45780,47139,50446,50358,51251,HIAMDALE
51946,53818,54916,55534,53751,55418,58147,58454,61060,GIFFARD
46203,51063,50898,49052,49002,49495,50319,52237,54728,AIRLY
58540,62037,59725,63211,64667,62286,63233,63874,64493,GLENGARRY
56636,57023,58817,56542,57808,58126,58871,59259,59478,TOONGABBIE
40395,41178,44026,47516,46192,46799,51146,49709,54685,COWWARR
41620,43822,46582,45456,45349,47315,47542,48811,50055,ARBUCKLE
38991,45642,45136,41982,41757,41238,43828,46877,46528,MAFFRA WEST UPPER
45008,46866,48685,48042,48347,49405,51528,52730,54120,BOISDALE
44576,45851,49499,47962,48168,48971,49025,50408,53845,BUDGEE BUDGEE
35526,36438,38238,35782,44714,39245,41129,40020,41496,FERNBANK
39506,41132,44656,42158,42375,41077,42134,42925,47219,LINDENOW
53077,55315,56071,58231,57032,57818,58192,59395,63654,JUMBUK
44206,45791,45449,46340,45997,47676,46473,49079,51413,BOOLARRA
42456,44397,45534,44876,47149,48579,51790,55271,55579,ALLAMBEE RESERVE
42955,45310,47089,46899,47023,45716,45818,47158,50243,GORMANDALE
54341,115980,95100,138029,46314,44998,93688,154158,118250,CARRAJUNG SOUTH
41562,42528,43989,44338,44425,46351,47068,48738,51672,BAIRNSDALE
59932,44846,45564,44215,43886,45433,48218,48050,52160,EAGLE POINT
39023,40997,41284,40876,42131,44259,46583,48396,50785,BOOLE POOLE
40758,41150,42489,42897,44645,45130,46425,47442,51584,NICHOLSON
34881,37028,40377,38436,37951,39958,41444,45892,47418,BRUMBY
41644,42621,43794,41670,40015,42449,41184,50432,49039,NEWMERELLA
30084,32385,32561,32438,30409,36049,33309,39145,38752,LAKE TYERS
38646,42598,42615,42226,46322,43284,43864,48018,48400,BENDOC
17679,22416,24740,21540,24863,27079,37045,30265,32327,BELL BIRD CREEK
37305,41955,45186,41958,43893,46780,46883,46481,47808,BULDAH
85555,47057,47927,55203,49900,44152,40167,46232,38262,GENOA
36877,38374,39264,39718,43433,43864,46592,43568,48621,MALLACOOTA
34136,32313,34642,35699,38457,31813,27355,38560,40039,DOCTORS FLAT
40989,42530,43498,45443,49450,48931,46985,55012,52365,BINDI
35330,35388,36966,36481,39484,44333,40976,45093,49206,ANGLERS REST
29631,34262,35439,42017,40673,38820,42401,44268,46410,BENAMBRA
38502,41282,42103,43184,41465,37833,44371,46722,47560,BUMBERRAH
41789,44028,44303,45992,47048,50353,47397,45161,49971,SWAN REACH
39572,42746,42104,42669,42043,44301,47103,50453,53488,METUNG
39195,40246,41103,41059,41394,42403,44176,46838,48809,KALIMNA
48227,48999,50670,52207,53507,56846,58618,59565,62401,LANGWARRIN
47822,49254,49899,53863,57506,54584,56498,59694,64043,BAXTER
46882,48898,49259,50826,53054,56166,57284,59749,62544,PEARCEDALE
48796,50855,52560,54639,56044,59474,59158,60292,62738,TYABB
43263,44963,45935,47822,47323,50047,51067,52011,57672,HASTINGS
64532,65537,65548,71428,75131,82249,83631,87074,99541,MERRICKS
47096,48626,49526,50402,52377,53351,55230,57246,58514,BITTERN
42087,42643,43766,45120,46252,47540,50294,51674,54523,CRIB POINT
42760,44391,45634,48557,53123,53942,51075,53025,56739,FLINDERS NAVAL DEPOT
26196,24153,27831,38427,34031,32768,21893,26016,51504,ELIZABETH ISLAND
38948,40144,41215,41861,42453,44288,46020,47410,53896,COWES
42639,47201,42438,47358,48331,48305,54304,56100,61016,RHYLL
40400,41497,44520,44924,45161,48757,49668,52295,58397,CAPE WOOLAMAI
54233,56134,56804,60399,62870,70063,69222,75325,94266,BALNARRING
50148,50979,55274,55894,60655,63645,67110,61877,91179,SOMERS
67337,107650,87169,108398,75464,81406,84604,86288,116799,MAIN RIDGE
92596,83352,76229,92611,100314,80792,95420,95978,95941,FLINDERS
67393,72311,73387,77211,77873,81286,85031,85847,98171,KUNYUNG
48871,51264,53223,55604,55881,58306,60632,60481,65121,MORNINGTON
66078,56413,58506,60524,64203,70504,69002,77317,79699,MOOROODUC
54926,57182,60827,61786,64196,65991,68541,70274,77028,MOUNT MARTHA
46226,47739,49939,51002,52894,55124,57567,62389,62215,ARTHURS SEAT
59406,66262,64084,73557,66999,76120,71969,108576,102474,RED HILL
44939,46152,48496,48698,50694,53229,54758,54096,58011,MCCRAE
41740,42327,43638,44572,45239,47515,49056,51102,54570,BONEO
36019,38880,40816,40832,41133,43090,44471,45564,48817,CAPEL SOUND
40718,42286,43426,45478,46377,48981,50481,52379,58183,RYE
42410,50302,49082,53279,58197,60476,63708,63509,72004,BLAIRGOWRIE
64857,61681,77798,109225,92477,115985,88620,107066,97332,SORRENTO
138800,141172,156669,167266,156079,115370,175356,164813,221236,PORTSEA
39700,45275,44130,42762,48564,50865,54987,50342,52599,BELLVIEW
41882,43332,43732,44947,44614,46152,47696,49282,53354,KARDELLA SOUTH
34334,39816,41798,42002,42485,42901,46106,49210,54715,ARAWATA
41176,44389,45607,45277,45522,47188,49448,50766,53251,BERRYS CREEK
47668,49718,52393,48434,47518,49923,53121,54785,56920,KOONWARRA
35462,39384,41832,39431,41339,44102,45621,48031,52407,DUMBALK
28114,36419,40873,39973,39630,38624,39538,44493,45353,GRASSY SPUR
29148,37050,40984,33832,37360,40766,45166,50695,52578,BUFFALO
36427,39601,41136,39663,41174,42642,45489,49124,51564,FISH CREEK
38968,41348,42345,42360,41624,43706,46424,48845,50630,BENNISON
30697,36853,37061,42055,40163,41693,39649,44449,47347,AGNES
34122,34519,34009,36616,39305,39105,42361,44818,46665,PORT WELSHPOOL
40831,44930,43754,42679,41487,40207,39269,44608,48255,BINGINWARRI
41105,42145,43348,43697,39806,42121,42178,42867,44758,ALBERTON
48399,49157,49600,50585,51577,53076,54152,55690,59969,LYNBROOK
41278,43248,42447,42897,43518,45021,46443,47193,49529,HAMPTON PARK
46239,47203,48025,48996,50080,51539,52672,53663,56667,BOTANIC RIDGE
49522,50741,51254,52241,52843,54660,56014,55953,58338,CARDINIA
32880,36571,38856,39937,42271,43330,40966,45675,49427,ALMURTA
46484,47579,48625,50900,51416,55082,56936,57763,61233,BLIND BIGHT
43405,45171,46951,49690,50744,51735,52150,53029,55537,BAYLES
39359,39985,42903,42285,42870,46069,50039,50921,53944,ADAMS ESTATE
41629,42915,44393,43081,47275,53778,52029,54159,58917,NYORA
34114,40054,45862,39411,41002,45076,44434,47266,50750,MOUNTAIN VIEW
34494,32313,33855,36012,34322,37260,42738,42141,47971,BASS
33584,37240,38713,39937,41896,46238,45108,48433,50773,BLACKWOOD FOREST
37875,45661,40375,40679,40823,42294,44399,45934,51457,ANDERSON
43187,46120,45777,47311,47293,49951,51452,55734,65652,INVERLOCH
57528,61731,62920,58869,62182,63517,63913,66187,74676,BRISBANE
86028,89085,91944,93745,92487,98588,98129,101664,113555,NEW FARM
76145,76666,76099,69682,66839,65775,69836,70809,77158,BOWEN BRIDGE
96404,99788,103320,101505,107478,108288,109289,107948,119605,ASCOT
66556,68591,63853,60142,58364,66150,56374,58769,70190,BRISBANE AIRPORT
133043,87918,105319,66263,66876,81158,85211,120485,157461,EAGLE FARM
60748,63551,63996,64015,63845,66348,68561,69298,73166,ALBION
79070,85401,85981,86493,86326,91626,96512,96727,102558,CLAYFIELD
61646,65018,65139,65070,64527,67337,68723,70661,75668,NUNDAH
59587,60828,61210,62271,62436,64810,66961,67185,72578,NORTHGATE
54117,55801,56549,58736,59384,62131,65852,67982,71692,BANYO
52439,54556,55202,55949,56380,58739,60553,62084,65500,BRACKEN RIDGE
50142,50728,51049,51743,51732,52310,53641,54482,57028,FITZGIBBON
47896,49901,51317,51364,51960,53138,54607,55719,59313,CLONTARF
51652,54135,54888,55473,56487,58262,58698,59940,64858,NEWPORT
45146,45305,45653,46605,47072,47345,48503,49450,51516,KIPPA-RING
43445,44478,46028,46830,46421,47947,48104,49990,52027,ROTHWELL
34645,40118,42521,43683,39881,43447,46216,42148,47996,BULWER
65866,66924,68772,69411,70012,72644,74209,77766,81435,EILDON HILL
62234,64410,65723,66791,67082,69133,71951,76948,79097,GLEN KEDRON
51262,52904,52733,54737,53791,54865,56408,57748,60828,CHERMSIDE
51863,53284,54296,54771,55214,56638,58373,59637,62558,ASPLEY
62632,63740,64640,65784,66781,68982,70771,72412,76883,ALBANY CREEK
47952,49464,50498,51777,53891,54048,54361,55767,58618,BALD HILLS
60989,62929,62710,64542,64250,66441,68759,69626,73333,EATONS HILL
69513,71990,73416,75281,77276,79827,81189,83266,90734,ALDERLEY
56053,57739,59100,60073,60446,62964,64574,66896,71112,BROOKSIDE CENTRE
49377,51627,53170,54158,55272,57055,59747,62265,64685,ARANA HILLS
57976,59659,60924,61377,62277,63975,66651,68429,73383,BUNYA
66599,66846,66856,67531,66937,68470,69866,71580,76141,BALLYMORE
76905,78882,81783,82748,84196,90118,89738,94486,100673,ASHGROVE
66716,66855,68539,68987,70193,74133,77779,77754,82488,THE GAP
80227,85588,91718,85167,89060,91291,93193,95797,102188,BAROONA
87920,92074,89431,95325,96834,98818,106835,105521,114794,BARDON
67299,69006,69858,71621,71961,74239,76997,79051,83494,AUCHENFLOWER
74369,79152,77990,75729,74492,78074,79338,79762,75535,IRONSIDE
76112,79551,78039,78610,77158,81310,83363,85035,91322,CHELMER
83554,84460,84996,82754,83319,89144,91702,96738,101199,BROOKFIELD
64204,63604,63864,65274,65107,68124,69261,70714,74458,ANSTEAD
67636,69459,69627,70325,68873,72400,75133,76123,79989,SEVENTEEN MILE ROCKS
57292,57903,59074,59199,60679,61612,63298,66284,68812,JAMBOREE HEIGHTS
68663,69065,76805,70533,69842,73184,75462,76809,83636,CORINDA
44702,44416,44986,46063,47274,47446,49123,50503,54879,DARRA
41915,42127,42486,42751,42509,42996,44639,45087,48634,DOOLANDELLA
51378,52259,52585,53173,52536,53657,54806,55507,58170,ELLEN GROVE
65648,67661,67003,67822,69456,69185,71965,72641,77250,HIGHGATE HILL
50697,53448,53164,54418,53700,54768,56545,58939,62585,BURANDA
55130,58815,57164,57476,57604,59788,61138,63138,68772,ANNERLEY
75679,72345,74481,74450,73945,75077,77129,82990,86248,YERONGA
57484,61671,61100,64150,62308,65399,67527,70328,75066,CLIFTON HILL
47561,50922,48840,48584,49465,50799,50745,53669,55507,BRISBANE MARKET
48023,49468,50357,52091,53383,56204,57249,60605,65605,SALISBURY
43990,43839,46209,45342,43825,45778,45245,46202,51072,ARCHERFIELD
44688,44943,44935,45349,45579,46480,46989,48381,53415,ALTANDI
46197,47058,47315,47333,48186,49448,51675,52927,56988,ACACIA RIDGE
45912,48687,45457,46336,46035,49584,48694,51524,55601,GRIFFITH UNIVERSITY
51214,51047,52009,52939,53226,53156,54647,56300,59428,KURABY
46080,47111,46370,45979,45644,47163,48201,50260,54195,EIGHT MILE PLAINS
39097,39517,39564,39620,39701,40516,40676,41038,42904,KINGSTON
50883,51613,52101,51931,51603,53356,53623,55144,57464,ALGESTER
47843,48944,48849,48642,48427,50165,50619,51636,56233,CALAMVALE
47237,48428,48485,49639,50368,51972,52560,52418,54060,BERRINBA
47343,48600,48297,49066,49417,50508,51937,52419,54886,BROWNS PLAINS
50115,51401,51722,52303,52625,52607,54262,55421,61053,UNDERWOOD
57838,59318,58772,60035,61109,64241,65064,67563,72562,GREENSLOPES
63868,65736,67536,69938,69166,71796,75297,77596,84790,EKIBIN
51129,52345,52811,54422,54594,56009,57750,59136,62896,MANSFIELD
50628,52586,54119,55086,55438,56793,58010,59758,63589,PRIESTS GULLY
49678,51461,51744,52113,53041,54417,55795,56475,58996,BORONIA HEIGHTS
46425,48773,49268,49620,49459,50750,50283,50035,53187,MUNRUBEN
48345,50089,50327,51237,51627,52912,53535,54735,59222,CHATSWOOD HILLS
51221,52901,54140,54887,55059,56586,58067,59404,62785,KIMBERLEY PARK
47969,49845,49606,50459,51570,52636,53471,54184,57599,LOGANDALE
54021,55005,55700,58110,60080,62561,64751,66387,71808,CARBROOK
43379,43276,44245,44673,44607,45480,45007,46052,49428,LOGANLEA
42235,43342,43850,44294,44356,45240,45252,45929,47134,CRESTMEAD
44317,46211,46879,47682,48066,49002,48800,49316,52224,CHAMBERS FLAT
65674,67203,68402,70012,71149,72327,75434,77714,85146,COORPAROO
63764,65921,67187,68098,68675,70885,72890,74948,80040,CAMP HILL
62117,65033,66695,65443,69028,67287,68741,71430,81898,BELMONT
71750,72060,73797,77575,77451,77262,80239,80860,86149,GUMDALE
83257,97061,95514,94505,98073,103360,105460,96414,117912,CHANDLER
67011,70617,72748,75244,80562,77620,77442,78106,82034,BURBANK
50757,52343,52980,54151,54222,55864,57579,58196,61849,CAPALABA
52003,53407,53880,54086,55506,56048,58652,59421,61928,THORNESIDE
54640,55851,56304,57510,57400,59972,60765,61908,65984,BIRKDALE
60612,61922,61813,62069,63674,65078,66779,67227,72677,EROBIN
48806,49879,50830,51790,52031,53175,55001,55505,58010,ALEXANDRA HILLS
59207,63340,62898,65689,66440,69007,70979,72615,79415,CLEVELAND
56385,58191,59885,59427,60181,62663,62640,64062,67984,PINKLANDS
53032,55125,55695,56346,56616,58932,59907,60327,63205,MOUNT COTTON
71719,74724,72297,70886,71505,71723,74279,75315,84224,EAST BRISBANE
66718,69380,69924,71553,70673,75048,78370,81169,87695,CANNON HILL
88829,95607,97531,99886,100047,102774,104681,108115,116768,BALMORAL
60643,63329,61978,62964,64868,66026,68318,70518,74355,MURARRIE
53286,54443,54530,55990,56435,57897,59895,61015,65381,TINGALPA
51194,53076,54109,54488,55648,57645,59380,62822,65502,DOBOY
54485,56316,57089,57372,58202,60028,62140,63765,67614,LINDUM
59849,61665,63595,67191,65077,66942,69278,71611,76376,LOTA
48517,45725,47364,46157,49090,49291,50400,51348,53449,AMITY
37213,38184,39151,38529,37812,38468,44960,39883,42663,COOCHIEMUDLO ISLAND
43749,44498,44596,45551,45321,46466,47192,46622,49390,BETHANIA
45622,47066,47904,48797,48997,49903,50713,51572,54260,ALBERTON
51028,52908,53397,54169,55063,56222,57550,59144,63027,BURNSIDE
49740,51427,51585,50855,51052,53082,54122,54364,57649,CANOWINDRA
48992,51169,52245,54142,55093,56778,57735,58238,62464,GUANABA
46185,48173,48982,50079,50236,51630,52696,54057,57700,ADVANCETOWN
61557,59349,63951,60910,62385,67099,65094,67274,71974,BOYKAMBIL
49786,51278,53918,53627,54120,56928,57770,59216,64489,AUSTINVILLE
46952,48259,48950,49514,50037,51467,52276,53506,57968,ARUNDEL
43511,44801,44547,47156,47225,50603,49458,50326,53402,AUSTRALIA FAIR
55830,56219,56244,56865,56086,56858,58744,60617,66724,ANGLERS PARADISE
54111,57228,56092,63964,58955,62297,62125,61067,76867,BENOWA
52407,57576,56862,58022,61407,64667,62740,65768,75419,BROADBEACH
48389,51130,52737,53733,55098,56429,64834,60857,67482,BURLEIGH BC
47397,49610,50842,52374,54571,54814,57000,58931,66117,ELANORA
52427,54750,52696,54454,55045,58033,57943,62020,66753,CURRUMBIN
48253,50375,52377,53882,54872,56914,55997,59749,66518,TUGUN
44710,46935,49897,52248,50284,52328,55451,55965,60791,BILINGA
47725,49233,49485,50908,51330,52923,54332,55393,60143,CLEAR ISLAND WATERS
46933,49313,50396,51508,52317,52994,54244,56122,60555,REEDY CREEK
50983,53277,54473,55555,56442,58252,59114,61502,68880,INGLESIDE
37005,39072,40377,62689,58310,57498,62636,57861,67064,ROBINA TOWN CENTRE
50661,52459,51977,53865,53978,56762,58376,59552,61699,TAMBORINE
44005,45459,47108,49714,50173,52490,51548,53307,63919,EAGLE HEIGHTS
45653,47517,49059,49118,49423,50444,51844,53489,59759,MOUNT TAMBORINE
45685,47787,46719,48783,50161,50568,52741,53802,63392,BENOBBLE
50117,51394,51542,52954,52520,54489,55051,56176,58815,FLAGSTONE
45538,47003,48633,47955,49094,50374,51389,52373,55594,ALLENVIEW
30296,33411,39763,40702,42176,41191,41269,41993,42978,BARNEY VIEW
51379,52661,52784,53375,53866,55742,57199,58771,61387,AUGUSTINE HEIGHTS
45120,45978,46146,46079,45697,47166,48031,48656,50495,COLLINGWOOD PARK
41342,42535,42647,42049,41438,43694,44883,46088,46811,DINMORE
44432,45498,45706,46805,46925,48870,49106,50589,52136,BLACKSTONE
47280,48279,48952,49728,49720,51291,52086,53453,55373,BASIN POCKET
52058,53923,54574,55310,56406,58072,59808,61604,64913,AMBERLEY
39055,42764,44331,51586,46915,48885,50670,49794,52298,COLEYVILLE
40450,41600,43495,43474,44190,45772,47519,48064,50829,ARATULA
40444,42226,41173,41821,42924,44304,44319,48684,49691,ALLANDALE
42202,43972,43963,45806,45072,45983,48000,48099,49800,ATKINSONS DAM
43533,44999,42365,44364,46273,45932,46087,52108,51022,BRYDEN
35180,38079,37039,37748,39417,40714,42462,42200,47691,BIARRA
43234,43328,44178,44284,46077,47744,48679,49176,52705,ASHWELL
43579,45463,45818,46205,46905,48848,49944,50594,53047,BLENHEIM
42781,45032,43307,43007,45206,45960,47155,48246,49977,CROWLEY VALE
37802,38713,39016,39674,40758,41167,42816,43345,48908,ADARE
42686,44696,43939,45357,46595,47964,49338,49969,53839,CARPENDALE
46596,48553,49037,49082,50802,52467,53919,56199,58489,MARBURG
43028,41970,43231,44193,44265,44867,43666,41715,47082,GRANTHAM
50272,51958,51977,52115,52627,54828,56368,57234,60311,ATHOL
49369,52288,51885,53115,53807,58399,56874,57852,61509,AMIENS
32754,39590,36314,34071,37663,36834,38374,39024,44413,BERGEN
43929,44019,44234,45633,45221,45031,45963,47369,50199,DOUGLAS
37711,38370,36784,36899,39029,39293,39495,40517,43435,ANDURAMBA
41314,42234,43850,46800,45886,46301,47636,47316,52897,BONGEEN
39155,41592,41709,45039,44991,45585,42404,41773,45132,BRINGALILY
41945,44975,46464,48178,47108,50038,49423,50461,55056,CAMBOOYA
39406,40582,41868,43274,44295,47216,47446,43090,47847,ASCOT
33824,35800,37836,39837,40636,37583,38698,38244,41204,NOBBY
34787,37266,36866,40035,40181,38832,39102,37751,42676,BACK PLAINS
37755,39390,38410,38762,38364,38557,40217,39234,42481,ALLORA
41805,45584,46572,47172,45458,45099,43255,44765,50542,SOUTHBROOK
60780,43961,55808,68908,60417,73462,63311,44049,58063,BROOKSTEAD
33378,32836,34362,34731,34309,38488,37921,39375,43304,LEYBURN
38409,39633,40551,42069,43200,43767,44759,46119,50636,ALLAN
34526,34927,35033,37036,35875,35628,34602,34138,40930,EMU VALE
28485,30030,34770,36766,35462,39388,36148,33916,35967,TANNYMOREL
32876,35199,36317,39944,36920,38156,41167,41777,44332,KILLARNEY
28296,34666,37110,37215,34470,70169,36761,33450,36707,DALVEEN
45715,36953,34588,32144,30441,39688,39951,42135,46028,COTTONVALE
31297,32374,30957,34489,37614,36334,38977,35903,37947,THULIMBAH
31995,30892,32023,32787,35124,35625,36976,51367,38848,GLEN NIVEN
32079,33646,29063,34000,36230,38137,39472,37504,45259,APPLETHORPE
34128,35573,35821,37214,37520,39768,41336,41281,46533,AMIENS
32974,33726,35252,34785,38787,38880,42790,39629,41244,FLETCHER
33066,36944,34725,36737,37919,37330,36377,39030,40807,BALLANDEAN
30082,31829,31849,32881,31890,35734,36073,37129,39929,JENNINGS
37217,36972,36637,36498,36278,38382,36926,34352,37064,BEEBO
34449,35241,36809,37654,39828,41370,38628,37279,42225,BRUSH CREEK
30539,27219,31032,31266,52431,49731,60426,32405,44962,KURUMBUL
44423,45574,46174,51152,50270,50150,48722,47832,53971,BILLA BILLA
47169,48818,51914,47834,47954,50919,51677,54475,54928,KINGSTHORPE
43692,44214,44602,45227,45322,46402,47303,46190,47772,ACLAND
24901,30387,37874,35416,29891,32812,33209,32166,36730,COOYAR
38027,40235,42607,44163,45622,50841,46439,42149,44889,BRYMAROO
42485,44212,43535,52008,47056,42267,42665,63654,44254,BOWENVILLE
52225,52329,50930,50372,51314,51497,52909,52219,55151,BEELBEE
35086,37467,39205,40577,39810,39325,40333,30617,28114,BOONDANDILLA
36663,38539,41529,45948,46469,50620,49091,43193,44863,CATTLE CREEK
31306,30476,32195,37148,37371,35934,34333,31906,37959,BELL
34841,37579,36651,42814,42484,38289,37446,36846,35988,BURRA BURRI
44711,40505,48474,53491,48851,44245,42807,38228,38612,TUCKERANG
37566,36040,35932,41204,42663,41272,45313,35697,39627,BRIGALOW
56175,58500,55066,53805,53258,53300,56196,57507,57942,AUBURN
50196,52298,46150,46168,47022,46148,48228,50896,52661,BOORTKOI
39441,31499,39919,40860,45116,46405,45999,36614,40447,BARRAMORNIE
36096,36412,41893,54224,57664,52169,50443,43667,44564,NOORINDOO
29989,30467,34541,41062,43413,38583,36524,27991,36265,BUNDI
33115,32631,39406,46229,49016,48851,36912,46348,48509,BAROONDAH
42341,40180,41959,41736,42102,39883,40844,35273,39951,GORANBA
32844,28588,36412,48296,44630,45840,34882,24568,42209,COOMRITH
25332,15341,21492,29586,35170,35663,28633,25973,16011,DRILLHAM
27079,24796,26958,30920,30347,31463,27669,23826,29346,BOGANDILLA
39053,32686,30274,33284,34765,35430,36562,27946,25987,CLIFFORD
37698,34101,37172,42159,40130,37751,30517,20667,23353,PICKANJINNIE
31159,31144,37549,41355,45263,43515,37389,42288,42244,ARCADIA VALLEY
51952,51718,52971,52963,54410,55472,57327,57702,60798,ANGELLALA
31710,29922,35424,39991,44908,39209,42256,37440,45818,BARGUNYAH
29153,24581,29419,35100,40302,29988,26539,29719,37401,BOATMAN
44371,43908,43804,46677,48919,48358,49594,50464,55154,BAKERS BEND
38823,39200,41463,40829,40191,43590,44442,47928,48298,BLACKALL
34630,27834,32465,48278,50343,49465,36816,42261,45930,AUGATHELLA
35278,33049,37130,49539,50273,49645,47539,50030,48272,BAYRICK
42582,38727,45210,43797,46027,46649,42130,47604,48506,EROMANGA
35727,29695,57865,44987,41944,50976,50196,57196,84720,FARRARS CREEK
47063,38284,34860,36075,48062,35035,27044,22505,36128,DIRRANBANDI
45470,43869,44823,46848,47884,44959,47539,42810,53423,BEGONIA
27312,22434,34713,40568,45780,44156,54128,48023,49427,BARGUNYAH
38051,38275,37165,39676,42376,38854,41340,45670,47166,BARRINGUN
53977,56049,54635,53446,57279,65565,62183,59752,59600,BULLAWARRA
35724,25671,32692,43632,44932,34854,42887,26231,14371,BUNGUNYA
30241,34020,41448,46190,47507,40039,47707,39932,31824,NORTH TALWOOD
44806,31136,31695,42027,49584,38451,33747,27768,38314,DAYMAR
36571,39190,35071,43289,52464,36282,43157,11807,24478,KIOMA
51443,52753,53686,54687,55408,56101,58143,58928,61764,BRAY PARK
45257,46488,47403,47964,47956,50032,51357,52533,54868,LAWNTON
50327,51493,51647,52595,52365,54182,55329,56502,58061,FRENCHS FOREST
48916,50662,51681,51572,51747,52840,54114,54874,57147,DAKABIN
51510,53735,53904,55196,54883,56355,57549,58654,61734,NARANGBA
47925,50002,50104,50639,51300,53340,53688,55110,58817,BURPENGARY
44008,45501,45666,45936,46750,47603,48535,49058,52295,MOORINA
43872,45783,45697,46077,46443,48208,48809,49237,52485,BANKSIA BEACH
43312,44485,44739,45138,45341,46285,46888,48308,50360,DECEPTION BAY
56270,57750,57476,57690,57185,58887,59836,60867,64710,MANGO HILL
41893,42967,44946,43966,44332,46132,46634,47705,51076,BALINGOOL
44439,45593,45760,46577,46677,49082,49929,50364,53083,GODWIN BEACH
46650,47037,48895,53485,49685,51555,54297,55191,59146,BRACALBA
43929,46124,47451,47077,47461,49177,50111,52017,55098,BELLTHORPE
42751,46377,44515,45606,46963,48107,49078,48627,52461,GLENFERN
45045,48021,48613,49828,51373,51422,54572,59311,59666,ELIMBAH
47365,48379,51643,51491,50819,53684,54348,56328,60773,BEERBURRUM
44337,46192,46844,48299,48771,50084,51644,52604,56340,GLASS HOUSE MOUNTAINS
42549,44864,59622,48029,53559,49579,51963,52223,55563,BEERWAH
69649,71071,73133,73020,72215,74536,77886,81293,91575,ARMSTRONG CREEK
56402,57657,58242,58795,58398,59994,61963,64609,69605,CAMPBELLS POCKET
44577,47227,45423,46189,46811,49577,50272,52207,54691,LANDSBOROUGH
47086,48666,49833,49550,50193,52096,53283,55301,58816,AROONA
41125,43681,43547,44524,43876,44951,47726,47781,53376,BALD KNOB
48357,50008,50612,50758,51545,53472,55709,57487,63728,DIAMOND VALLEY
46050,51033,52554,51017,51127,51979,53228,53383,58093,EUDLO
45081,48035,49047,50170,50755,53459,54798,56433,60987,CHEVALLUM
51207,53373,53776,54803,54586,57070,58070,60011,64354,BUDERIM
47246,49870,51074,53647,52100,53993,55812,57917,62897,MOOLOOLABA
44272,45904,47374,47415,48040,50610,50670,53121,58301,COTTON TREE
47406,48705,49308,50676,50769,52692,53254,54909,61100,DIDDILLIBAH
43376,44564,46158,47215,48073,47954,50478,50583,54540,BLI BLI
45886,47804,47953,49263,50383,52559,53842,54682,60577,BRIDGES
47696,49057,47738,49485,51378,52883,56756,57873,64171,BELLI PARK
50516,48150,48261,49477,47891,49533,52368,54552,61540,BLACK MOUNTAIN
46094,48173,48225,49203,49963,52981,52722,54721,60003,MARCOOLA
41952,43826,44179,43957,44207,46508,47672,48530,53440,BOREEN
48071,50721,51627,53295,55477,59070,61438,61495,73935,MUNNA POINT
52559,56648,53743,57267,60465,64274,67619,69078,86842,CASTAWAYS BEACH
42427,44012,45843,45339,44209,47521,48798,49231,52703,FEDERAL
43894,43948,42689,44057,43389,42583,45187,48284,49815,COORAN
40677,41990,42438,42602,42875,43934,45209,46144,49516,AMAMOOR
39832,39609,39268,39918,37819,39201,42964,43730,49705,COMO
52561,56358,58568,60497,60572,62058,64402,65000,73052,ALEXANDRA HEADLAND
48172,50820,52358,53328,52333,54991,56361,58243,64639,COOLUM BEACH
